"position","G_2035BALd7_S1-cons","G_2073BALd7_S0-cons","G_2078BALd7_S0-cons","G_2081BALd7_S4-cons","G_7960BALd7_S0-cons","G_7970BALd7_S7-cons","G_7971BALd7_S0-cons","G_7992BALd7_S0-cons","G_BRSVSweden620p4_S0-cons"
3923,96,736,1214,69,1470,81,2535,713,6700
3924,97,730,1189,69,1457,82,2525,699,6625
3925,97,735,1209,70,1472,83,2536,712,6701
3926,98,736,1216,70,1470,83,2544,709,6688
3927,96,734,1208,69,1467,82,2539,708,6680
3928,98,735,1193,70,1465,83,2520,706,6626
3929,97,734,1197,71,1465,84,2533,703,6645
3930,96,734,1217,70,1461,83,2538,705,6647
3931,101,749,1245,73,1491,84,2584,722,6745
3932,102,749,1222,72,1487,83,2562,711,6695
3933,102,738,1217,72,1484,83,2560,705,6647
3934,102,743,1231,72,1482,83,2584,720,6726
3935,102,744,1229,73,1478,83,2577,713,6725
3936,101,740,1223,72,1490,83,2583,716,6713
3937,101,745,1233,73,1487,80,2594,721,6727
3938,102,741,1223,74,1479,81,2570,718,6677
3939,101,734,1215,71,1476,82,2565,712,6660
3940,95,727,1195,70,1432,82,2502,699,6402
3941,96,722,1183,72,1438,80,2483,695,6356
3942,90,719,1196,70,1430,81,2496,700,6387
3943,90,723,1204,73,1438,82,2498,701,6400
3944,90,713,1183,72,1429,81,2471,689,6334
3945,94,711,1189,73,1420,81,2448,697,6295
3946,93,715,1187,72,1418,81,2455,693,6292
3947,92,711,1181,74,1411,79,2436,690,6255
3948,93,712,1197,73,1415,80,2443,693,6280
3949,94,710,1177,74,1412,79,2438,690,6253
3950,91,709,1186,74,1407,79,2440,695,6238
3951,94,709,1184,75,1407,79,2431,696,6250
3952,96,709,1182,75,1410,79,2437,692,6261
3953,95,712,1189,74,1418,79,2432,696,6253
3954,95,704,1169,74,1412,80,2419,688,6215
3955,96,704,1178,73,1417,79,2437,693,6228
3956,95,707,1189,75,1419,80,2434,696,6242
3957,95,708,1185,73,1416,80,2432,697,6249
3958,96,704,1185,73,1414,80,2420,689,6218
3959,95,699,1172,71,1407,78,2414,688,6189
3960,95,697,1180,73,1409,78,2405,686,6188
3961,95,694,1152,71,1389,76,2393,683,6138
3962,93,690,1160,73,1365,76,2378,684,6105
3963,92,687,1166,71,1363,76,2369,679,6077
3964,93,687,1170,69,1369,76,2375,684,6113
3965,94,683,1157,69,1349,76,2345,671,6018
3966,94,689,1162,69,1359,76,2349,665,6028
3967,90,687,1139,68,1352,76,2338,663,5993
3968,93,688,1130,67,1345,76,2340,668,5985
3969,93,688,1137,68,1355,76,2352,661,6021
3970,92,695,1164,69,1362,77,2367,675,6047
3971,92,691,1154,68,1356,76,2352,670,6011
3972,90,695,1167,70,1346,76,2351,678,6033
3973,91,689,1159,68,1338,76,2350,677,6029
3974,89,689,1153,69,1329,76,2329,672,5984
3975,89,681,1145,69,1330,76,2324,666,5925
3976,89,685,1133,69,1330,76,2314,658,5915
3977,86,657,1108,68,1286,72,2249,646,5709
3978,85,655,1094,67,1278,73,2237,640,5655
3979,86,664,1107,67,1276,73,2246,643,5685
3980,86,661,1110,68,1287,73,2257,650,5712
3981,86,656,1100,68,1279,72,2247,637,5662
3982,86,657,1103,68,1279,73,2237,649,5649
3983,85,659,1110,68,1284,73,2234,650,5632
3984,84,660,1114,69,1283,73,2242,644,5599
3985,84,658,1100,69,1263,72,2220,638,5542
3986,82,655,1088,68,1268,72,2207,642,5518
3987,87,651,1093,66,1296,72,2206,633,5512
3988,90,651,1097,68,1316,69,2232,635,5488
3989,91,649,1103,66,1307,69,2219,631,5396
3990,93,647,1088,66,1314,70,2222,626,5375
3991,87,650,1108,66,1308,69,2220,624,5386
3992,88,645,1088,66,1300,70,2209,614,5335
3993,88,644,1090,66,1293,68,2199,616,5332
3994,87,643,1113,67,1300,68,2219,623,5351
3995,88,636,1091,67,1277,67,2180,610,5276
3996,88,606,1064,65,1220,65,2087,601,4968
3997,89,606,1050,65,1220,65,2088,600,4979
3998,88,602,1032,64,1216,65,2072,594,4929
3999,85,597,1024,64,1189,64,2024,578,4816
4000,84,587,1023,64,1186,64,2006,575,4790
4001,81,575,985,63,1142,60,1925,563,4521
4002,77,574,969,62,1133,60,1919,560,4489
4003,79,575,974,62,1135,56,1926,559,4466
4004,78,564,967,62,1123,56,1897,556,4400
4005,76,560,949,61,1120,55,1896,554,4350
4006,77,565,959,61,1122,55,1901,555,4380
4007,78,562,945,61,1116,54,1885,544,4330
4008,76,540,928,57,1097,54,1844,527,4180
4009,76,532,920,57,1097,53,1825,523,4139
4010,76,525,906,58,1084,53,1812,515,4105
4011,76,528,907,57,1088,53,1824,515,4122
4012,76,528,902,57,1091,53,1834,518,4139
4013,73,522,884,57,1083,52,1805,511,4063
4014,71,507,858,56,1050,51,1772,499,3986
4015,68,507,856,56,1052,50,1766,497,3986
4016,70,501,843,56,1023,49,1746,495,3950
4017,70,495,831,56,1026,48,1724,488,3908
4018,73,497,830,54,1025,47,1723,482,3898
4019,66,485,813,56,997,47,1676,467,3796
4020,66,486,802,55,1003,46,1669,459,3768
4021,67,486,796,55,999,47,1663,459,3771
4022,66,482,789,56,998,46,1643,455,3716
4023,66,484,792,55,998,46,1642,456,3741
4024,66,473,757,55,968,43,1606,444,3626
4025,66,471,765,54,971,43,1612,442,3649
4026,66,465,761,56,969,43,1611,439,3653
4027,65,466,746,55,974,43,1601,435,3630
4028,67,470,748,54,975,43,1612,435,3631
4029,61,450,702,56,919,41,1499,398,3358
4030,61,444,692,55,922,42,1501,393,3353
4031,59,432,677,56,909,42,1469,378,3244
4032,59,430,665,55,904,42,1457,374,3206
4033,61,422,659,53,879,42,1411,365,3125
4034,58,412,641,52,850,42,1369,364,3025
4035,57,411,640,52,842,42,1352,362,3004
4036,57,409,640,53,845,42,1356,362,3000
4037,59,408,639,52,843,42,1353,361,2988
4038,57,405,635,51,841,42,1343,356,2977
4039,54,370,588,48,778,41,1236,339,2726
4040,56,368,583,48,781,41,1226,340,2712
4041,55,369,584,46,760,39,1202,334,2668
4042,53,365,576,45,758,39,1193,334,2628
4043,54,363,561,45,747,39,1181,329,2599
4044,55,359,553,46,743,38,1170,329,2585
4045,56,366,571,46,752,38,1174,326,2610
4046,55,363,559,46,749,38,1169,331,2597
4047,54,352,551,44,732,38,1147,323,2517
4048,52,361,551,44,717,38,1136,320,2531
4049,50,359,542,43,711,38,1144,313,2508
4050,48,352,513,44,702,39,1109,307,2453
4051,48,353,512,43,696,37,1107,308,2446
4052,47,312,470,38,644,33,1024,274,2172
4053,45,309,469,39,629,33,1026,269,2145
4054,42,254,389,28,514,25,827,213,1616
4055,40,258,389,28,517,26,824,211,1627
4056,41,253,386,27,515,25,822,210,1611
4057,32,201,324,27,445,23,683,170,1256
4058,31,198,315,27,416,23,654,165,1245
4059,31,193,303,22,402,20,620,159,1153
4060,32,187,295,23,400,20,617,158,1136
4061,31,189,298,22,393,19,622,158,1140
4062,29,162,239,21,342,18,486,126,863
4063,28,157,234,21,343,18,481,126,849
4064,28,126,193,21,303,16,388,95,649
4065,28,125,190,21,296,16,382,90,635
4066,29,128,190,21,295,16,388,91,625
4067,29,125,183,21,296,16,384,89,613
4068,28,127,185,21,291,15,379,90,618
4069,28,125,182,21,291,16,380,92,613
4070,25,125,179,20,275,16,367,92,632
4071,25,126,180,21,275,17,370,93,646
4072,24,126,178,21,274,17,371,92,638
4073,25,126,182,20,274,17,372,92,636
4074,22,125,176,21,274,17,369,93,638
4075,22,124,174,21,274,17,368,92,632
4076,22,126,177,21,269,17,366,90,632
4077,22,125,175,21,270,17,364,90,632
4078,21,125,177,20,269,17,362,92,641
4079,26,126,179,22,279,17,379,90,658
4080,26,127,178,22,278,17,375,91,647
4081,26,127,184,22,281,17,386,90,670
4082,26,129,186,23,283,17,386,90,679
4083,26,128,182,23,279,17,379,90,670
4084,26,129,183,23,279,17,384,91,680
4085,26,129,184,23,284,16,392,91,689
4086,26,129,183,21,285,16,393,90,688
4087,26,131,186,23,287,17,397,89,692
4088,26,132,188,24,292,17,400,91,710
4089,25,135,200,25,301,17,419,95,755
4090,24,136,205,25,306,17,420,94,754
4091,23,135,201,25,298,17,419,91,750
4092,24,138,201,25,303,17,423,91,759
4093,24,137,203,24,306,17,425,92,773
4094,26,139,201,26,307,16,428,92,780
4095,26,139,200,26,305,17,428,89,778
4096,26,158,220,26,334,19,482,103,893
4097,26,155,221,26,331,20,482,104,900
4098,25,154,223,25,331,20,482,103,901
4099,25,154,220,25,336,19,483,104,919
4100,27,156,226,24,355,20,504,105,947
4101,28,161,240,25,376,21,548,111,1045
4102,28,162,247,25,382,22,551,114,1050
4103,28,161,248,25,379,22,547,113,1050
4104,28,160,249,25,385,21,550,115,1050
4105,29,163,240,24,368,24,547,110,1038
4106,28,161,242,23,369,26,549,111,1050
4107,29,163,245,26,373,26,551,112,1059
4108,28,167,243,26,375,27,555,113,1071
4109,27,164,241,24,368,27,551,113,1062
4110,28,166,253,24,368,26,569,110,1947
4111,29,172,255,23,370,26,566,108,2032
4112,40,258,768,33,490,105,1145,356,10009
4113,40,261,772,33,487,106,1143,352,9940
4114,39,255,768,31,490,106,1152,351,10042
4115,40,260,776,32,489,105,1162,362,10118
4116,40,253,781,28,493,106,1161,356,10127
4117,40,262,794,32,510,109,1194,366,10376
4118,40,268,800,31,515,111,1201,371,10558
4119,47,285,827,33,567,115,1274,379,10590
4120,45,287,830,34,580,114,1274,386,10721
4121,45,286,836,33,578,116,1282,388,10820
4122,45,286,824,34,582,113,1279,383,10632
4123,47,286,849,35,602,119,1387,403,11298
4124,48,296,863,34,613,119,1406,408,11325
4125,48,290,850,33,615,118,1403,407,11232
4126,48,290,855,33,615,118,1410,405,11397
4127,48,293,866,34,626,119,1428,409,11499
4128,44,296,869,34,621,119,1408,415,11644
4129,45,297,874,33,641,120,1440,407,11688
4130,47,303,909,32,643,126,1444,408,11798
4131,48,303,891,33,636,128,1444,407,11584
4132,45,308,916,33,655,134,1460,412,11675
4133,46,319,936,36,663,135,1471,423,11986
4134,49,336,985,37,693,142,1535,446,12583
4135,49,361,1179,36,736,188,1652,524,15389
4136,49,358,1176,33,741,187,1662,526,15398
4137,51,370,1203,35,748,188,1673,529,15693
4138,51,370,1199,36,747,189,1676,535,15773
4139,53,382,1222,37,752,194,1690,543,16017
4140,56,381,1243,38,767,203,1770,538,16169
4141,55,378,1218,38,761,203,1742,533,15946
4142,55,368,1221,37,761,197,1750,534,15910
4143,54,375,1212,37,739,186,1703,524,15628
4144,53,369,1189,36,734,185,1691,519,15489
4145,56,371,1204,38,741,186,1691,517,15444
4146,58,380,1242,38,755,189,1741,530,15981
4147,58,390,1248,37,766,190,1763,536,16160
4148,59,398,1268,36,786,190,1818,539,16393
4149,58,400,1282,38,792,188,1827,544,16563
4150,58,402,1296,38,788,187,1825,553,16642
4151,58,407,1302,39,797,190,1830,547,16727
4152,58,406,1290,39,794,190,1826,549,16628
4153,58,405,1303,37,802,191,1839,550,16731
4154,56,409,1303,39,806,190,1835,552,16762
4155,57,406,1295,38,803,187,1822,548,16644
4156,57,395,1269,37,797,185,1804,536,16251
4157,57,399,1286,38,802,186,1827,538,16531
4158,57,403,1289,37,800,181,1824,538,16514
4159,57,400,1266,38,802,183,1810,533,16348
4160,58,414,1332,42,826,188,1887,564,16920
4161,60,424,1318,43,835,188,1892,559,16969
4162,60,430,1356,43,844,188,1921,575,17444
4163,60,432,1341,42,843,183,1913,573,17316
4164,61,435,1347,43,842,187,1926,575,17373
4165,60,436,1370,44,851,188,1952,591,17875
4166,59,440,1377,44,852,187,1954,591,17798
4167,61,435,1366,44,849,187,1948,588,17716
4168,63,436,1377,44,846,190,1925,585,17502
4169,61,405,1302,41,818,185,1834,556,16264
4170,61,411,1311,44,814,185,1850,560,16253
4171,60,409,1326,43,824,188,1845,562,16278
4172,59,414,1351,45,829,188,1852,571,16426
4173,59,416,1351,45,834,187,1869,571,16597
4174,59,417,1364,45,839,185,1881,582,16946
4175,58,420,1366,45,844,189,1890,584,17063
4176,58,415,1361,44,839,188,1884,582,16913
4177,58,414,1352,46,832,185,1869,586,16797
4178,58,415,1357,44,845,188,1873,582,16862
4179,58,415,1365,45,834,189,1879,589,16989
4180,57,408,1330,45,806,187,1822,566,16536
4181,60,405,1333,46,812,187,1825,570,16457
4182,62,404,1363,46,817,188,1857,574,16558
4183,62,407,1372,48,819,190,1865,571,16550
4184,61,411,1365,45,830,191,1866,570,16479
4185,66,411,1369,47,833,191,1873,574,16524
4186,66,416,1396,48,837,192,1898,580,16835
4187,66,422,1416,49,852,194,1927,582,17085
4188,66,425,1426,48,852,192,1939,591,17211
4189,72,427,1444,48,886,196,2031,601,17813
4190,73,428,1460,47,879,197,2037,600,17867
4191,71,422,1442,47,868,195,2022,593,17726
4192,73,441,1484,46,877,199,2079,597,18140
4193,69,437,1464,47,852,197,2008,583,17755
4194,71,444,1479,46,863,203,2025,588,17982
4195,71,443,1485,48,856,202,2031,588,17916
4196,72,453,1495,47,862,205,2051,596,18195
4197,72,462,1521,49,883,205,2101,613,18799
4198,72,463,1513,49,870,207,2088,607,18609
4199,71,468,1534,49,878,209,2095,618,18957
4200,71,466,1549,49,880,207,2116,612,19120
4201,70,456,1524,48,875,205,2098,607,18905
4202,71,468,1566,49,893,210,2144,633,19509
4203,71,474,1575,50,903,214,2162,629,19637
4204,70,483,1582,47,918,213,2206,644,19981
4205,70,481,1585,48,921,218,2222,644,20031
4206,70,479,1588,47,920,224,2211,646,20068
4207,71,487,1616,49,934,223,2239,648,20565
4208,70,482,1596,50,926,223,2231,641,20270
4209,71,482,1606,50,927,225,2221,638,20251
4210,70,482,1622,50,930,225,2250,638,20390
4211,71,487,1654,50,935,229,2311,644,20946
4212,73,524,1711,51,1001,236,2437,697,22324
4213,74,507,1635,51,972,230,2335,641,19618
4214,75,509,1650,51,983,233,2333,640,19795
4215,75,506,1660,51,990,233,2347,645,19925
4216,73,509,1658,51,983,234,2361,652,20096
4217,77,515,1683,51,992,234,2396,660,20467
4218,77,507,1670,51,990,233,2392,665,20462
4219,78,508,1680,51,990,236,2404,669,20525
4220,78,511,1656,50,989,233,2376,661,20314
4221,73,496,1613,48,965,232,2340,644,19899
4222,73,498,1630,50,968,235,2350,653,20162
4223,73,496,1643,51,957,234,2346,654,20154
4224,73,494,1631,51,950,235,2333,655,20021
4225,73,488,1627,51,959,236,2320,654,19936
4226,73,493,1657,50,964,234,2344,657,20246
4227,73,504,1690,51,983,236,2390,674,20691
4228,74,511,1695,51,981,238,2399,674,20885
4229,74,512,1703,50,985,238,2421,685,21032
4230,75,515,1739,51,999,237,2440,692,21267
4231,74,515,1756,50,996,239,2458,699,21488
4232,75,523,1752,50,995,241,2443,699,21408
4233,75,522,1744,52,993,241,2438,697,21331
4234,74,529,1731,52,985,239,2422,690,21326
4235,73,531,1745,50,989,240,2437,696,21399
4236,72,540,1778,52,994,245,2470,710,21888
4237,72,536,1767,52,1003,244,2439,712,21753
4238,71,536,1776,51,991,244,2448,705,21851
4239,73,540,1801,51,1003,243,2459,712,21961
4240,72,538,1807,49,1004,248,2480,722,22088
4241,69,563,1848,53,1025,253,2522,745,22915
4242,68,568,1865,53,1031,253,2524,751,23108
4243,69,564,1853,53,1025,254,2543,754,23000
4244,68,567,1858,53,1021,253,2533,751,23074
4245,71,566,1877,54,1029,257,2568,757,23301
4246,70,564,1857,54,1027,256,2554,752,23132
4247,70,568,1867,51,1023,254,2542,752,23104
4248,70,567,1865,54,1031,255,2551,762,23223
4249,72,570,1878,54,1023,257,2554,775,23187
4250,71,584,1906,56,1045,263,2583,790,23478
4251,72,580,1920,55,1044,261,2585,788,23638
4252,73,586,1917,56,1047,262,2595,791,23742
4253,73,595,1961,57,1055,263,2631,806,24072
4254,72,593,1979,57,1061,263,2632,805,24129
4255,73,595,1955,56,1043,259,2619,796,23920
4256,73,595,1983,55,1047,260,2622,811,24115
4257,73,596,1991,58,1055,264,2637,814,24217
4258,74,595,1967,57,1037,263,2627,816,24110
4259,73,603,2008,57,1056,264,2658,831,24467
4260,84,656,2251,64,1152,324,2977,960,27871
4261,84,658,2260,64,1153,321,2968,971,28007
4262,83,657,2272,64,1158,324,2976,979,28075
4263,83,662,2299,64,1163,315,2974,981,28130
4264,86,666,2315,64,1174,314,2992,985,28289
4265,87,672,2310,62,1166,312,3004,985,28260
4266,87,674,2343,62,1170,309,3012,997,28294
4267,90,675,2347,65,1177,310,3035,1000,28557
4268,92,703,2433,66,1219,317,3128,1031,29529
4269,86,682,2378,66,1163,310,3038,1021,28756
4270,86,676,2370,64,1159,311,3026,1010,28494
4271,85,683,2376,65,1156,311,3027,1009,28535
4272,87,684,2383,67,1159,307,3023,1018,28558
4273,87,677,2381,66,1149,307,3043,1020,28579
4274,85,682,2402,64,1154,305,3048,1027,28816
4275,88,705,2428,67,1171,316,3120,1052,29371
4276,87,693,2447,67,1173,315,3116,1053,29227
4277,87,693,2449,65,1167,317,3098,1061,29367
4278,89,699,2476,66,1165,316,3108,1083,29538
4279,87,685,2451,66,1163,320,3094,1064,29216
4280,86,699,2507,69,1169,324,3106,1093,29607
4281,86,705,2504,70,1170,320,3124,1094,29618
4282,88,708,2515,69,1182,316,3153,1097,29756
4283,87,703,2505,70,1182,320,3130,1098,29766
4284,84,695,2471,70,1153,319,3079,1070,29372
4285,86,696,2476,71,1154,317,3080,1078,29386
4286,87,698,2474,70,1171,320,3102,1080,29502
4287,87,697,2454,70,1160,316,3070,1066,29351
4288,86,714,2559,76,1198,325,3176,1095,30332
4289,85,716,2552,78,1208,327,3179,1104,30441
4290,87,728,2610,76,1237,330,3243,1135,31211
4291,88,722,2603,76,1232,329,3241,1133,31088
4292,90,729,2633,77,1235,329,3251,1147,31285
4293,89,730,2639,77,1234,330,3256,1144,31352
4294,88,728,2634,77,1233,332,3264,1152,31284
4295,89,729,2621,75,1234,326,3243,1145,31148
4296,91,732,2607,76,1226,329,3247,1138,31093
4297,88,721,2563,75,1187,332,3194,1133,30532
4298,88,724,2560,77,1191,330,3216,1138,30686
4299,89,725,2571,74,1189,329,3201,1134,30817
4300,87,730,2579,75,1185,328,3206,1134,30835
4301,88,728,2608,72,1205,330,3234,1149,31140
4302,90,735,2648,74,1207,332,3268,1163,31451
4303,91,740,2668,73,1210,332,3276,1166,31539
4304,97,791,2839,81,1300,348,3471,1257,33991
4305,98,787,2847,79,1303,348,3475,1261,34080
4306,101,788,2902,82,1323,348,3510,1285,34568
4307,98,785,2903,78,1315,347,3490,1298,34446
4308,99,800,2966,79,1330,360,3538,1327,35220
4309,100,807,2973,80,1342,359,3566,1327,35444
4310,100,800,2969,79,1343,361,3561,1323,35331
4311,100,804,2957,79,1344,360,3553,1317,35291
4312,100,802,2962,79,1334,362,3548,1325,35278
4313,96,785,2898,78,1325,351,3460,1312,35331
4314,95,796,2915,76,1339,353,3498,1314,35435
4315,95,796,2925,77,1334,344,3501,1323,35458
4316,96,789,2877,75,1330,344,3476,1310,35083
4317,93,771,2864,75,1321,335,3449,1307,34920
4318,95,774,2851,75,1324,338,3440,1303,34678
4319,96,778,2836,76,1329,336,3447,1309,34638
4320,97,786,2879,77,1333,339,3463,1320,34737
4321,95,780,2899,80,1338,346,3458,1313,35096
4322,93,766,2870,78,1319,333,3400,1308,34461
4323,87,759,2880,76,1322,335,3403,1305,34434
4324,89,770,2877,79,1329,333,3457,1328,35147
4325,92,775,2936,78,1336,335,3495,1332,35504
4326,92,782,2942,78,1331,337,3500,1339,35550
4327,91,785,2949,78,1327,334,3507,1348,35481
4328,87,784,3002,77,1321,341,3505,1377,35612
4329,89,777,2985,76,1317,340,3490,1363,35536
4330,90,777,2988,76,1309,344,3492,1373,35602
4331,90,786,2973,76,1318,341,3503,1368,35636
4332,89,789,2994,77,1315,342,3485,1366,35692
4333,89,781,2963,75,1302,339,3428,1361,35329
4334,88,789,2956,76,1288,340,3427,1356,35355
4335,90,785,2943,75,1284,338,3425,1345,35303
4336,88,780,2916,76,1274,335,3417,1337,35065
4337,89,798,2974,77,1297,340,3466,1366,35526
4338,89,796,2984,77,1302,338,3456,1363,35452
4339,90,799,2973,77,1298,335,3457,1355,35526
4340,88,800,2999,77,1317,336,3467,1369,35816
4341,91,822,3061,81,1351,337,3554,1403,36570
4342,92,824,3080,80,1359,339,3557,1392,36566
4343,93,831,3090,82,1350,343,3587,1404,36683
4344,94,822,3082,80,1355,341,3559,1405,36574
4345,93,830,3096,78,1365,342,3555,1394,36708
4346,89,823,3086,76,1354,336,3555,1406,36668
4347,89,823,3112,77,1357,334,3557,1416,36676
4348,88,820,3105,78,1371,331,3556,1421,36741
4349,88,830,3118,78,1370,330,3539,1426,36739
4350,85,785,3053,77,1334,319,3457,1411,36005
4351,88,796,3046,77,1336,313,3451,1403,35952
4352,88,795,3063,76,1348,315,3479,1415,36101
4353,88,801,3087,77,1343,316,3481,1423,36179
4354,88,776,3070,76,1349,315,3466,1407,35914
4355,90,787,3088,79,1348,315,3470,1418,35993
4356,89,779,3033,76,1318,311,3438,1379,35609
4357,89,789,3132,79,1347,315,3514,1431,36240
4358,89,805,3131,81,1353,312,3506,1435,36237
4359,91,812,3168,80,1361,316,3542,1445,36520
4360,93,819,3212,80,1389,307,3548,1454,36867
4361,92,823,3186,80,1385,310,3555,1453,36860
4362,94,835,3233,78,1410,316,3613,1459,37252
4363,94,826,3240,80,1404,319,3619,1461,37259
4364,94,824,3265,79,1409,315,3609,1477,37320
4365,95,831,3249,81,1408,314,3597,1486,37338
4366,94,836,3263,81,1408,316,3600,1484,37350
4367,94,845,3278,81,1411,317,3627,1495,37476
4368,92,839,3240,84,1390,316,3589,1495,37165
4369,92,833,3272,82,1390,312,3614,1502,37339
4370,92,825,3271,83,1380,313,3604,1495,37205
4371,88,829,3190,83,1357,309,3533,1470,36512
4372,91,840,3237,85,1376,313,3625,1509,38094
4373,93,863,3397,85,1407,336,3749,1580,39731
4374,93,872,3374,85,1409,339,3728,1579,39700
4375,91,880,3404,85,1418,337,3765,1587,40001
4376,95,875,3452,88,1407,339,3775,1585,40095
4377,95,890,3463,88,1417,345,3820,1592,40395
4378,94,903,3522,89,1442,347,3860,1598,40852
4379,100,916,3539,95,1463,349,3905,1638,41279
4380,101,942,3607,94,1490,351,3965,1653,41729
4381,100,955,3650,95,1495,349,4001,1682,41990
4382,100,930,3587,92,1458,340,3875,1653,40926
4383,100,924,3600,92,1443,340,3893,1661,40877
4384,99,915,3561,94,1437,336,3872,1636,40693
4385,102,930,3599,93,1461,341,3900,1643,40955
4386,102,939,3598,94,1470,339,3947,1663,41128
4387,100,932,3593,93,1458,339,3911,1658,40968
4388,96,905,3455,89,1398,335,3791,1611,39878
4389,97,916,3516,90,1418,337,3846,1644,40323
4390,97,926,3525,92,1398,338,3830,1652,40273
4391,96,942,3541,89,1439,340,3887,1670,40730
4392,96,951,3596,90,1452,340,3926,1671,40885
4393,95,959,3569,91,1444,338,3948,1653,40846
4394,97,1022,3785,97,1533,353,4110,1750,42516
4395,95,1012,3799,97,1519,350,4124,1739,42242
4396,96,1015,3944,97,1520,357,4115,1787,42356
4397,96,1029,4044,96,1529,353,4133,1847,42558
4398,97,1024,4075,97,1537,357,4142,1859,42625
4399,96,1033,4094,95,1543,356,4172,1858,42749
4400,94,1031,4092,95,1537,358,4146,1850,42486
4401,96,1032,4094,96,1546,359,4154,1860,42609
4402,90,1003,3992,94,1504,347,4064,1828,41614
4403,93,998,3964,94,1487,348,4028,1820,41079
4404,90,965,3855,89,1449,331,3945,1775,40097
4405,89,964,3883,90,1452,335,3929,1784,39956
4406,91,984,3988,91,1480,337,3958,1812,40528
4407,91,975,3925,90,1457,332,3954,1807,40245
4408,89,995,4005,92,1474,338,3994,1826,40551
4409,90,1001,4027,91,1466,338,3989,1829,40721
4410,89,1005,4082,92,1488,343,4046,1841,41173
4411,90,1002,4079,92,1506,345,4038,1836,41184
4412,89,1005,4089,91,1506,344,4033,1846,41014
